term	#occurance	#ratio
 "supremes"	118	1.31865525504e-06
"cbr" 	118	1.31865525504e-06
 "dementia" 	118	1.31865525504e-06
"kellita" 	118	1.31865525504e-06
"orangebloods"	118	1.31865525504e-06
"flirty" 	118	1.31865525504e-06
"smashed" 	118	1.31865525504e-06
 "curved" 	118	1.31865525504e-06
 "muse"	118	1.31865525504e-06
 "bourbon"	118	1.31865525504e-06
"chines" 	118	1.31865525504e-06
 "bartow" 	118	1.31865525504e-06
"butterflys"	118	1.31865525504e-06
 "choosing" 	118	1.31865525504e-06
 "organizing"	118	1.31865525504e-06
 "changs" 	118	1.31865525504e-06
 "miscarriage" 	118	1.31865525504e-06
 "playland"	118	1.31865525504e-06
 "residental" 	118	1.31865525504e-06
 "tics"	118	1.31865525504e-06
"msg"	118	1.31865525504e-06
"weightloss"	118	1.31865525504e-06
"3000" 	118	1.31865525504e-06
"240" 	118	1.31865525504e-06
"jumpdates.com"	118	1.31865525504e-06
"peonies"	118	1.31865525504e-06
"someday" 	118	1.31865525504e-06
 "inverness" 	118	1.31865525504e-06
"mariano" 	118	1.31865525504e-06
"sewing"	118	1.31865525504e-06
"dowload" 	118	1.31865525504e-06
"www.david'sbridal.com"	118	1.31865525504e-06
 "leash" 	118	1.31865525504e-06
 "determination" 	118	1.31865525504e-06
"craig'slist"	118	1.31865525504e-06
"jj"	118	1.31865525504e-06
 "loc"	118	1.31865525504e-06
"fitting" 	118	1.31865525504e-06
"megamillion"	118	1.31865525504e-06
 "somerville"	118	1.31865525504e-06
 "kris" 	118	1.31865525504e-06
"beluga" 	118	1.31865525504e-06
"guardian"	118	1.31865525504e-06
"sexymoms.com"	118	1.31865525504e-06
"decorator" 	118	1.31865525504e-06
 "transcriptionist"	118	1.31865525504e-06
"telescopic" 	118	1.31865525504e-06
"skiing" 	118	1.31865525504e-06
 "20education"	118	1.31865525504e-06
"etnies"	118	1.31865525504e-06
 "founding" 	118	1.31865525504e-06
"www.paris" 	118	1.31865525504e-06
"laquinta"	118	1.31865525504e-06
 "edge.com"	118	1.31865525504e-06
 "anyway"	118	1.31865525504e-06
 "humane"	118	1.31865525504e-06
 "plex"	118	1.31865525504e-06
 "morristown"	118	1.31865525504e-06
 "curlers"	118	1.31865525504e-06
"members"	118	1.31865525504e-06
 "savings.com"	118	1.31865525504e-06
 "temperament"	118	1.31865525504e-06
"www.ciara" 	118	1.31865525504e-06
"marykate" 	118	1.31865525504e-06
 "athena" 	118	1.31865525504e-06
 "programmer"	118	1.31865525504e-06
"freep.com"	118	1.31865525504e-06
 "arrange" 	118	1.31865525504e-06
"landmarks" 	118	1.31865525504e-06
"www.worldteenies.com"	118	1.31865525504e-06
 "tm" 	118	1.31865525504e-06
"redbook"	118	1.31865525504e-06
"dyson"	118	1.31865525504e-06
"mickeys" 	118	1.31865525504e-06
 "ricans"	118	1.31865525504e-06
 "stark"	118	1.31865525504e-06
 "roofs" 	118	1.31865525504e-06
"my.yahoo.com"	118	1.31865525504e-06
"gull" 	118	1.31865525504e-06
 "morey" 	118	1.31865525504e-06
"www.google.cmo"	118	1.31865525504e-06
 "vacancies" 	118	1.31865525504e-06
 "maxi" 	118	1.31865525504e-06
"malaysia" 	118	1.31865525504e-06
"motherhood"	118	1.31865525504e-06
"osi" 	118	1.31865525504e-06
 "hymns" 	118	1.31865525504e-06
"heathrow" 	118	1.31865525504e-06
 "20love" 	118	1.31865525504e-06
"precor" 	118	1.31865525504e-06
"white"	118	1.31865525504e-06
"hornet" 	118	1.31865525504e-06
 "relic" 	118	1.31865525504e-06
 "impulse" 	118	1.31865525504e-06
 "puter"	118	1.31865525504e-06
 "fireman"	118	1.31865525504e-06
"wcbs" 	118	1.31865525504e-06
"bcc" 	118	1.31865525504e-06
"chirs" 	118	1.31865525504e-06
"abstracts" 	118	1.31865525504e-06
 "-240&u" 	118	1.31865525504e-06
"opm"	118	1.31865525504e-06
"martin's" 	118	1.31865525504e-06
"morality" 	118	1.31865525504e-06
 "bathingsuits"	118	1.31865525504e-06
 "polishing"	118	1.31865525504e-06
"pediatricians"	118	1.31865525504e-06
"pearls" 	118	1.31865525504e-06
"ww.ups.com"	118	1.31865525504e-06
"www.greathires.org"	118	1.31865525504e-06
 "petersen"	118	1.31865525504e-06
"cabins"	118	1.31865525504e-06
"galt" 	118	1.31865525504e-06
"nell" 	118	1.31865525504e-06
"fantasyfinder"	118	1.31865525504e-06
"belarus" 	118	1.31865525504e-06
 "avocado"	118	1.31865525504e-06
 "elsinore"	118	1.31865525504e-06
"rappers" 	118	1.31865525504e-06
 "ado" 	118	1.31865525504e-06
 "piercings" 	118	1.31865525504e-06
"monuments" 	118	1.31865525504e-06
"cf" 	118	1.31865525504e-06
"smc" 	118	1.31865525504e-06
 "babel"	118	1.31865525504e-06
"soapstone" 	118	1.31865525504e-06
"mygen.uk.co"	118	1.31865525504e-06
 "organics"	118	1.31865525504e-06
 "bennington" 	118	1.31865525504e-06
 "audits"	118	1.31865525504e-06
"pappa" 	118	1.31865525504e-06
"installshield" 	118	1.31865525504e-06
"t-" 	118	1.31865525504e-06
"hilti" 	118	1.31865525504e-06
"revolver" 	118	1.31865525504e-06
 "sirloin" 	118	1.31865525504e-06
"boxers"	118	1.31865525504e-06
"wifey"	118	1.31865525504e-06
"tipping" 	118	1.31865525504e-06
 "simpsons.com"	118	1.31865525504e-06
 "bose" 	118	1.31865525504e-06
"rentacenter"	118	1.31865525504e-06
 "cartilage" 	118	1.31865525504e-06
"stratton" 	118	1.31865525504e-06
"usga"	118	1.31865525504e-06
"geography"	118	1.31865525504e-06
"cliffs" 	118	1.31865525504e-06
 "rains" 	118	1.31865525504e-06
 "violets" 	118	1.31865525504e-06
"emilie" 	118	1.31865525504e-06
"2.5" 	118	1.31865525504e-06
 "totem" 	118	1.31865525504e-06
 "warez"	118	1.31865525504e-06
 "smiling"	118	1.31865525504e-06
"avast"	118	1.31865525504e-06
"screenwriting" 	118	1.31865525504e-06
"pussey"	118	1.31865525504e-06
 "klr" 	118	1.31865525504e-06
 "sacral" 	118	1.31865525504e-06
 "adopt"	118	1.31865525504e-06
 "petites"	118	1.31865525504e-06
"pender" 	118	1.31865525504e-06
 "reactor"	118	1.31865525504e-06
 "jealousy"	118	1.31865525504e-06
"fccj"	118	1.31865525504e-06
"petland"	118	1.31865525504e-06
"branford" 	118	1.31865525504e-06
"ajit"	118	1.31865525504e-06
 "2d" 	118	1.31865525504e-06
 "araujo"	118	1.31865525504e-06
 "competitors"	118	1.31865525504e-06
"ferrari.com"	118	1.31865525504e-06
 "tempo" 	118	1.31865525504e-06
"tucsoncitizen"	118	1.31865525504e-06
 "locating" 	118	1.31865525504e-06
 "pledge"	118	1.31865525504e-06
"stromberg" 	118	1.31865525504e-06
 "waverunner" 	118	1.31865525504e-06
 "fosgate" 	118	1.31865525504e-06
"photobucket" 	118	1.31865525504e-06
"sls"	118	1.31865525504e-06
"www.countrywidehomeloans.com"	118	1.31865525504e-06
 "dyson"	118	1.31865525504e-06
 "mountaineer" 	118	1.31865525504e-06
"championship" 	118	1.31865525504e-06
"elefanten" 	118	1.31865525504e-06
 "4868"	118	1.31865525504e-06
"waverunner" 	118	1.31865525504e-06
 "eucharist"	118	1.31865525504e-06
"sephora" 	118	1.31865525504e-06
"picpost"	118	1.31865525504e-06
"gardenia"	118	1.31865525504e-06
 "fiscal" 	118	1.31865525504e-06
"bizzare" 	118	1.31865525504e-06
 "geographical" 	118	1.31865525504e-06
 "amc"	118	1.31865525504e-06
 "inflatable"	118	1.31865525504e-06
 "armenian" 	118	1.31865525504e-06
"bontril"	118	1.31865525504e-06
"49cc" 	118	1.31865525504e-06
 "calligraphy"	118	1.31865525504e-06
 "thorn" 	118	1.31865525504e-06
"www.nextel"	118	1.31865525504e-06
 "detectives"	118	1.31865525504e-06
 "detachment"	118	1.31865525504e-06
 "elkhorn" 	118	1.31865525504e-06
"item" 	118	1.31865525504e-06
"procedures" 	118	1.31865525504e-06
"col." 	118	1.31865525504e-06
 "o'odham" 	118	1.31865525504e-06
"penicillin" 	118	1.31865525504e-06
"bartenders" 	118	1.31865525504e-06
 "osmosis" 	118	1.31865525504e-06
"beautiful"	118	1.31865525504e-06
"www.disneyland.com"	118	1.31865525504e-06
 "billion" 	118	1.31865525504e-06
 "reade"	118	1.31865525504e-06
 "wyeth"	118	1.31865525504e-06
"usbc"	118	1.31865525504e-06
 "breakup" 	118	1.31865525504e-06
"bluff" 	118	1.31865525504e-06
"fondant" 	118	1.31865525504e-06
 "shania" 	118	1.31865525504e-06
 "louie"	118	1.31865525504e-06
"www.schoolnotes.com"	118	1.31865525504e-06
 "203" 	118	1.31865525504e-06
 "redskins" 	118	1.31865525504e-06
"www.hrblock.com"	118	1.31865525504e-06
"shilo" 	118	1.31865525504e-06
 "sponsorship"	118	1.31865525504e-06
 "invite"	118	1.31865525504e-06
"boerne" 	118	1.31865525504e-06
 "entitled" 	118	1.31865525504e-06
 "id.com"	118	1.31865525504e-06
"www.mass" 	118	1.31865525504e-06
 "pep" 	118	1.31865525504e-06
"enjoy" 	118	1.31865525504e-06
 "rescue.com"	118	1.31865525504e-06
 "efficacy"	118	1.31865525504e-06
"odds" 	118	1.31865525504e-06
 "sprung" 	118	1.31865525504e-06
"lowe"	118	1.31865525504e-06
 "trak"	118	1.31865525504e-06
"www.deltasong.com"	118	1.31865525504e-06
"sanbernardino" 	118	1.31865525504e-06
"sustainable" 	118	1.31865525504e-06
"bundt" 	118	1.31865525504e-06
 "menstruation" 	118	1.31865525504e-06
"transverse" 	118	1.31865525504e-06
"www.disneyphotopass.com"	118	1.31865525504e-06
"sport"	118	1.31865525504e-06
 "messing"	118	1.31865525504e-06
 "grasshopper"	118	1.31865525504e-06
"420"	118	1.31865525504e-06
"casio"	118	1.31865525504e-06
 "evelyn"	118	1.31865525504e-06
 "matte" 	118	1.31865525504e-06
"ew"	118	1.31865525504e-06
"discolored" 	118	1.31865525504e-06
"glastron" 	118	1.31865525504e-06
"kiva" 	118	1.31865525504e-06
 "onlinecheckin"	118	1.31865525504e-06
"long"	118	1.31865525504e-06
 "plows"	118	1.31865525504e-06
"stoeger" 	118	1.31865525504e-06
 "peek"	118	1.31865525504e-06
"hieroglyphics"	118	1.31865525504e-06
"appartments" 	118	1.31865525504e-06
 "bizkit" 	118	1.31865525504e-06
"www.usashoppingclub.com"	118	1.31865525504e-06
 "pavement" 	118	1.31865525504e-06
"vein" 	118	1.31865525504e-06
"tulum" 	118	1.31865525504e-06
"ani" 	118	1.31865525504e-06
"wouldyouhitthis"	118	1.31865525504e-06
 "shiny" 	118	1.31865525504e-06
"gardenridge.com"	118	1.31865525504e-06
"appeal" 	118	1.31865525504e-06
 "give"	118	1.31865525504e-06
"lynette" 	118	1.31865525504e-06
"glittergraphics"	118	1.31865525504e-06
 "nouns"	118	1.31865525504e-06
"pinkerton" 	118	1.31865525504e-06
 "champane" 	118	1.31865525504e-06
"saliva" 	118	1.31865525504e-06
"dic"	118	1.31865525504e-06
 "clarkson's" 	118	1.31865525504e-06
 "bluffton" 	118	1.31865525504e-06
 "comming" 	118	1.31865525504e-06
"wieght" 	117	1.3074802105e-06
 "20website"	117	1.3074802105e-06
 "katie"	117	1.3074802105e-06
 "beings"	117	1.3074802105e-06
"haircutting" 	117	1.3074802105e-06
 "created"	117	1.3074802105e-06
"soapzone" 	117	1.3074802105e-06
 "innovation" 	117	1.3074802105e-06
"coyotes"	117	1.3074802105e-06
"pregnacy"	117	1.3074802105e-06
"anglo" 	117	1.3074802105e-06
"detail" 	117	1.3074802105e-06
"gluten"	117	1.3074802105e-06
 "stoppers" 	117	1.3074802105e-06
"various" 	117	1.3074802105e-06
 "coolidge" 	117	1.3074802105e-06
 "regionals" 	117	1.3074802105e-06
 "samoa"	117	1.3074802105e-06
 "squads"	117	1.3074802105e-06
"www.unionworkerscredit.com"	117	1.3074802105e-06
"nasdaq-100" 	117	1.3074802105e-06
"iberia.com"	117	1.3074802105e-06
"intervention" 	117	1.3074802105e-06
"uaw"	117	1.3074802105e-06
"tattooed" 	117	1.3074802105e-06
 "marshmallow" 	117	1.3074802105e-06
 "swindoll"	117	1.3074802105e-06
"smiling" 	117	1.3074802105e-06
 "loeb" 	117	1.3074802105e-06
 "donahue"	117	1.3074802105e-06
 "fluidized" 	117	1.3074802105e-06
"www.wetpussy.com"	117	1.3074802105e-06
 "cracking" 	117	1.3074802105e-06
"www.thats" 	117	1.3074802105e-06
 "softcore" 	117	1.3074802105e-06
"google.colm"	117	1.3074802105e-06
 "resources.com"	117	1.3074802105e-06
"www.stop"	117	1.3074802105e-06
"gadzooks.com"	117	1.3074802105e-06
"www.equibase.com"	117	1.3074802105e-06
"01" 	117	1.3074802105e-06
 "peruanas"	117	1.3074802105e-06
 "annes" 	117	1.3074802105e-06
 "pollen"	117	1.3074802105e-06
"humphreys" 	117	1.3074802105e-06
 "jaffe"	117	1.3074802105e-06
 "pre-k"	117	1.3074802105e-06
"fetish"	117	1.3074802105e-06
 "norristown"	117	1.3074802105e-06
 "fc" 	117	1.3074802105e-06
"risque" 	117	1.3074802105e-06
"harley-davidson"	117	1.3074802105e-06
 "yeahs" 	117	1.3074802105e-06
 "lara"	117	1.3074802105e-06
"serotonin" 	117	1.3074802105e-06
"wooly" 	117	1.3074802105e-06
"rodent" 	117	1.3074802105e-06
 "bartending" 	117	1.3074802105e-06
"oblivion"	117	1.3074802105e-06
"cci" 	117	1.3074802105e-06
"charms"	117	1.3074802105e-06
 "president's" 	117	1.3074802105e-06
 "vanguard" 	117	1.3074802105e-06
 "oxycodone"	117	1.3074802105e-06
"prodigy" 	117	1.3074802105e-06
"seville" 	117	1.3074802105e-06
 "limerick"	117	1.3074802105e-06
 "euclid" 	117	1.3074802105e-06
 "goku" 	117	1.3074802105e-06
 "explosions"	117	1.3074802105e-06
"bsis"	117	1.3074802105e-06
 "tasks"	117	1.3074802105e-06
"shaken" 	117	1.3074802105e-06
 "finishing"	117	1.3074802105e-06
 "governors"	117	1.3074802105e-06
 "351" 	117	1.3074802105e-06
 "gluten"	117	1.3074802105e-06
"utube"	117	1.3074802105e-06
"nurgles"	117	1.3074802105e-06
"starfool"	117	1.3074802105e-06
"editor" 	117	1.3074802105e-06
 "sentiments"	117	1.3074802105e-06
"snail" 	117	1.3074802105e-06
 "chihuahuas" 	117	1.3074802105e-06
"blkgaychat.com"	117	1.3074802105e-06
"myinceststories"	117	1.3074802105e-06
 "assessories"	117	1.3074802105e-06
 "assassins"	117	1.3074802105e-06
 "calloway"	117	1.3074802105e-06
"iaai.com"	117	1.3074802105e-06
 "streak" 	117	1.3074802105e-06
"networking" 	117	1.3074802105e-06
"spots" 	117	1.3074802105e-06
"scryed"	117	1.3074802105e-06
 "diverse" 	117	1.3074802105e-06
"sanaa" 	117	1.3074802105e-06
"chelan" 	117	1.3074802105e-06
"ww.wamu.com"	117	1.3074802105e-06
"eeo.volt.com"	117	1.3074802105e-06
"lister" 	117	1.3074802105e-06
"colonics"	117	1.3074802105e-06
"powerlifting" 	117	1.3074802105e-06
"a.c." 	117	1.3074802105e-06
 "rickman" 	117	1.3074802105e-06
"www.key.com"	117	1.3074802105e-06
 "mitch" 	117	1.3074802105e-06
"501" 	117	1.3074802105e-06
"snapping" 	117	1.3074802105e-06
"pepsifreeride"	117	1.3074802105e-06
"skyauction.com"	117	1.3074802105e-06
 "nearest" 	117	1.3074802105e-06
"contential" 	117	1.3074802105e-06
"sayville" 	117	1.3074802105e-06
 "nypd" 	117	1.3074802105e-06
"citizenbank.com"	117	1.3074802105e-06
"www.designarena.it"	117	1.3074802105e-06
"selenium" 	117	1.3074802105e-06
"winmx" 	117	1.3074802105e-06
"scorpions" 	117	1.3074802105e-06
"uo" 	117	1.3074802105e-06
 "500mg"	117	1.3074802105e-06
 "cleaned" 	117	1.3074802105e-06
 "vedder"	117	1.3074802105e-06
 "beowulf"	117	1.3074802105e-06
 "tinker" 	117	1.3074802105e-06
 "bias" 	117	1.3074802105e-06
"scholastic.com"	117	1.3074802105e-06
 "search.org"	117	1.3074802105e-06
"hummels" 	117	1.3074802105e-06
"eulogy"	117	1.3074802105e-06
 "hutches"	117	1.3074802105e-06
"tehachapi" 	117	1.3074802105e-06
 "20tax"	117	1.3074802105e-06
"bjs.com"	117	1.3074802105e-06
"cruz" 	117	1.3074802105e-06
 "verona"	117	1.3074802105e-06
"nostalgia" 	117	1.3074802105e-06
"absolutly" 	117	1.3074802105e-06
 "finances"	117	1.3074802105e-06
"trigun"	117	1.3074802105e-06
"kokopelli" 	117	1.3074802105e-06
 "follicle" 	117	1.3074802105e-06
 "contestants" 	117	1.3074802105e-06
"gc" 	117	1.3074802105e-06
"cfs" 	117	1.3074802105e-06
"strattera"	117	1.3074802105e-06
"ihop" 	117	1.3074802105e-06
 "approved"	117	1.3074802105e-06
"fci" 	117	1.3074802105e-06
 "coupons.com"	117	1.3074802105e-06
"phot"	117	1.3074802105e-06
 "pooping" 	117	1.3074802105e-06
 "underage"	117	1.3074802105e-06
"debby" 	117	1.3074802105e-06
"freesample"	117	1.3074802105e-06
"publishers"	117	1.3074802105e-06
 "sailboats" 	117	1.3074802105e-06
 "dx"	117	1.3074802105e-06
 "doctoral" 	117	1.3074802105e-06
 "gifford" 	117	1.3074802105e-06
 "mccall"	117	1.3074802105e-06
 "daffodils"	117	1.3074802105e-06
"northcarolina"	117	1.3074802105e-06
 "mcnamara" 	117	1.3074802105e-06
"catskills" 	117	1.3074802105e-06
 "brochures" 	117	1.3074802105e-06
"dissertation" 	117	1.3074802105e-06
 "faqs.com"	117	1.3074802105e-06
"sodomy"	117	1.3074802105e-06
 "cme"	117	1.3074802105e-06
"truck"	117	1.3074802105e-06
"evolution"	117	1.3074802105e-06
"disneygames"	117	1.3074802105e-06
"realstate" 	117	1.3074802105e-06
 "underarm" 	117	1.3074802105e-06
"offset" 	117	1.3074802105e-06
 "avengers"	117	1.3074802105e-06
 "massillon" 	117	1.3074802105e-06
"www.showmeyourwife.com"	117	1.3074802105e-06
"wacovia" 	117	1.3074802105e-06
"masa" 	117	1.3074802105e-06
 "th"	117	1.3074802105e-06
"gorilla"	117	1.3074802105e-06
 "grandpa"	117	1.3074802105e-06
"army.mil"	117	1.3074802105e-06
"carowinds" 	117	1.3074802105e-06
 "entre" 	117	1.3074802105e-06
"prophetic" 	117	1.3074802105e-06
"bubbles" 	117	1.3074802105e-06
"ufos" 	117	1.3074802105e-06
"hookers" 	117	1.3074802105e-06
 "farrel" 	117	1.3074802105e-06
 "julio" 	117	1.3074802105e-06
"shands" 	117	1.3074802105e-06
 "scheduling"	117	1.3074802105e-06
 "livermore" 	117	1.3074802105e-06
"picture"	117	1.3074802105e-06
 "sell.com"	117	1.3074802105e-06
 "saxon" 	117	1.3074802105e-06
 "mooning"	117	1.3074802105e-06
"calfornia" 	117	1.3074802105e-06
"abeka" 	117	1.3074802105e-06
 "slr"	117	1.3074802105e-06
"lilac"	117	1.3074802105e-06
 "variations"	117	1.3074802105e-06
 "seau"	117	1.3074802105e-06
 "pinehurst" 	117	1.3074802105e-06
"geocities.com" 	117	1.3074802105e-06
"kyra" 	117	1.3074802105e-06
"cgi-bin"	117	1.3074802105e-06
"enya" 	117	1.3074802105e-06
"saratogian.com"	117	1.3074802105e-06
 "ammendment"	117	1.3074802105e-06
"bestbuys"	117	1.3074802105e-06
 "abstracts"	117	1.3074802105e-06
 "bennington"	117	1.3074802105e-06
"rb" 	117	1.3074802105e-06
 "espa±ol"	117	1.3074802105e-06
 "salts" 	117	1.3074802105e-06
 "internation" 	117	1.3074802105e-06
"kingsley" 	117	1.3074802105e-06
 "holliday"	117	1.3074802105e-06
"fortunoff" 	117	1.3074802105e-06
"shawnna" 	117	1.3074802105e-06
"default.aspx"	117	1.3074802105e-06
"slab" 	117	1.3074802105e-06
 "cafeteria"	117	1.3074802105e-06
"redbone" 	117	1.3074802105e-06
"airwalk" 	117	1.3074802105e-06
 "409" 	117	1.3074802105e-06
"animales" 	117	1.3074802105e-06
"altec" 	117	1.3074802105e-06
 "homicide"	117	1.3074802105e-06
"chameleon" 	117	1.3074802105e-06
 "stinky" 	117	1.3074802105e-06
"methyl" 	117	1.3074802105e-06
"tabernacle" 	117	1.3074802105e-06
"wnd.com"	117	1.3074802105e-06
"elkhorn" 	117	1.3074802105e-06
"freeporn" 	117	1.3074802105e-06
 "09" 	117	1.3074802105e-06
 "gaston"	117	1.3074802105e-06
 "residences" 	117	1.3074802105e-06
 "askjeeves.com"	117	1.3074802105e-06
"www.xxx.com"	117	1.3074802105e-06
"pretend" 	117	1.3074802105e-06
"www.promissor.com"	117	1.3074802105e-06
 "wenatchee" 	117	1.3074802105e-06
 "305" 	117	1.3074802105e-06
 "beth"	117	1.3074802105e-06
"commack" 	117	1.3074802105e-06
"bigest" 	117	1.3074802105e-06
"zanesville" 	117	1.3074802105e-06
"pistons" 	117	1.3074802105e-06
 "novels" 	117	1.3074802105e-06
"squirrels" 	117	1.3074802105e-06
"starfire" 	117	1.3074802105e-06
 "ck" 	117	1.3074802105e-06
 "jordon" 	117	1.3074802105e-06
 "dread" 	117	1.3074802105e-06
 "cyn" 	117	1.3074802105e-06
"mixtapes"	117	1.3074802105e-06
"canon.com"	117	1.3074802105e-06
 "t.v" 	117	1.3074802105e-06
"catfight" 	117	1.3074802105e-06
 "heavyweight" 	117	1.3074802105e-06
"dollar"	117	1.3074802105e-06
 "taping"	117	1.3074802105e-06
 "oval"	117	1.3074802105e-06
 "nino" 	117	1.3074802105e-06
 "gaiden" 	117	1.3074802105e-06
"myocardial" 	117	1.3074802105e-06
 "continents"	117	1.3074802105e-06
 "suffrage"	117	1.3074802105e-06
"www.wku.edu"	117	1.3074802105e-06
"bizbuysell"	117	1.3074802105e-06
 "brewing"	117	1.3074802105e-06
"travelodge" 	117	1.3074802105e-06
"oscar"	117	1.3074802105e-06
"cliffnotes"	117	1.3074802105e-06
"handsome" 	117	1.3074802105e-06
"plays"	117	1.3074802105e-06
"twc"	117	1.3074802105e-06
 "gap.com"	117	1.3074802105e-06
 "biddle"	117	1.3074802105e-06
"learjet" 	117	1.3074802105e-06
 "alison" 	117	1.3074802105e-06
"darton" 	117	1.3074802105e-06
 "solano" 	117	1.3074802105e-06
"bones"	117	1.3074802105e-06
 "feral" 	117	1.3074802105e-06
 "visitor's" 	117	1.3074802105e-06
"dysplastic" 	117	1.3074802105e-06
"o'reilly" 	117	1.3074802105e-06
"nepal" 	117	1.3074802105e-06
"handel" 	117	1.3074802105e-06
"whitaker" 	117	1.3074802105e-06
 "d.com"	117	1.3074802105e-06
 "flashlight" 	117	1.3074802105e-06
 "screws" 	117	1.3074802105e-06
 "rituals" 	117	1.3074802105e-06
 "mls.com"	117	1.3074802105e-06
 "seahorse"	117	1.3074802105e-06
"vegetables"	117	1.3074802105e-06
 "cliffs"	117	1.3074802105e-06
 "mundial"	117	1.3074802105e-06
"shell"	117	1.3074802105e-06
 "avenger" 	117	1.3074802105e-06
 "ultrasounds"	117	1.3074802105e-06
"www.channel" 	117	1.3074802105e-06
"telecommunication" 	117	1.3074802105e-06
"intuit" 	117	1.3074802105e-06
"tb"	117	1.3074802105e-06
"www.international" 	117	1.3074802105e-06
"hotrod" 	117	1.3074802105e-06
"yahho.com"	117	1.3074802105e-06
 "amended" 	117	1.3074802105e-06
"necrotizing" 	117	1.3074802105e-06
 "slimming" 	117	1.3074802105e-06
"prostitutes" 	117	1.3074802105e-06
 "obgyn"	117	1.3074802105e-06
 "slacks" 	117	1.3074802105e-06
 "20songs"	117	1.3074802105e-06
"crunk" 	117	1.3074802105e-06
 "smog" 	117	1.3074802105e-06
"bifold" 	117	1.3074802105e-06
"dixiechicks.com"	117	1.3074802105e-06
"engraving" 	117	1.3074802105e-06
 "laporte" 	117	1.3074802105e-06
"archstone" 	117	1.3074802105e-06
 "walnuts"	117	1.3074802105e-06
 "temptation"	117	1.3074802105e-06
 "corgi" 	117	1.3074802105e-06
 "molecules"	117	1.3074802105e-06
"seasame" 	117	1.3074802105e-06
"rasta" 	117	1.3074802105e-06
"wpsd" 	117	1.3074802105e-06
"hits" 	117	1.3074802105e-06
"dmso"	117	1.3074802105e-06
"optimus" 	117	1.3074802105e-06
"maternity"	117	1.3074802105e-06
"www.yahoo.m"	117	1.3074802105e-06
 "hamlin" 	117	1.3074802105e-06
 "saga"	117	1.3074802105e-06
"www.vrbo.com"	117	1.3074802105e-06
"mgm"	117	1.3074802105e-06
"evaluating" 	117	1.3074802105e-06
"bambi"	117	1.3074802105e-06
 "manipulation" 	117	1.3074802105e-06
 "2pac" 	117	1.3074802105e-06
"www.puerto" 	117	1.3074802105e-06
 "haven't" 	117	1.3074802105e-06
 "schiffer"	117	1.3074802105e-06
"tourou.edu"	117	1.3074802105e-06
 "valdez" 	117	1.3074802105e-06
 "ids"	117	1.3074802105e-06
 "bonita"	117	1.3074802105e-06
"99.1" 	117	1.3074802105e-06
"jamboree" 	117	1.3074802105e-06
 "1gb" 	117	1.3074802105e-06
"girdle" 	117	1.3074802105e-06
"amalfi" 	117	1.3074802105e-06
 "glaucoma"	117	1.3074802105e-06
"bearlicious"	117	1.3074802105e-06
"emporia" 	117	1.3074802105e-06
"ocracoke" 	117	1.3074802105e-06
 "tygh" 	116	1.29630516597e-06
 "comfortable" 	116	1.29630516597e-06
 "physicals"	116	1.29630516597e-06
 "resourses"	116	1.29630516597e-06
"hogtied.com"	116	1.29630516597e-06
"gmbenefits.com"	116	1.29630516597e-06
"acacia" 	116	1.29630516597e-06
 "ez"	116	1.29630516597e-06
 "palmyra" 	116	1.29630516597e-06
 "shank"	116	1.29630516597e-06
"tickled" 	116	1.29630516597e-06
"supporting" 	116	1.29630516597e-06
 "specialoffer"	116	1.29630516597e-06
"spyro" 	116	1.29630516597e-06
 "kindness"	116	1.29630516597e-06
"citigroup" 	116	1.29630516597e-06
"binder" 	116	1.29630516597e-06
 "hamill"	116	1.29630516597e-06
"primericaonline.com"	116	1.29630516597e-06
"extream" 	116	1.29630516597e-06
 "feminine"	116	1.29630516597e-06
"footjoy" 	116	1.29630516597e-06
"toast" 	116	1.29630516597e-06
 "wellbutrin" 	116	1.29630516597e-06
 "portsmouth"	116	1.29630516597e-06
"charlotte"	116	1.29630516597e-06
"nashvillestar"	116	1.29630516597e-06
 "fashion.com"	116	1.29630516597e-06
"moo" 	116	1.29630516597e-06
"myspace.cp"	116	1.29630516597e-06
 "kravitz"	116	1.29630516597e-06
"obagi" 	116	1.29630516597e-06
"petty" 	116	1.29630516597e-06
"faucets"	116	1.29630516597e-06
"kittery" 	116	1.29630516597e-06
"fbisd"	116	1.29630516597e-06
 "gable"	116	1.29630516597e-06
 "mullen" 	116	1.29630516597e-06
"trio" 	116	1.29630516597e-06
 "phat.com"	116	1.29630516597e-06
"aquariums"	116	1.29630516597e-06
 "connor" 	116	1.29630516597e-06
"mbusa"	116	1.29630516597e-06
 "arvada" 	116	1.29630516597e-06
 "savanna" 	116	1.29630516597e-06
"hartman" 	116	1.29630516597e-06
 "1888"	116	1.29630516597e-06
 "estimating"	116	1.29630516597e-06
 "syndicate"	116	1.29630516597e-06
 "suspenders"	116	1.29630516597e-06
 "crip"	116	1.29630516597e-06
 "llc."	116	1.29630516597e-06
 "ornaments" 	116	1.29630516597e-06
"dialysis"	116	1.29630516597e-06
"altell"	116	1.29630516597e-06
"americn" 	116	1.29630516597e-06
"www.internet" 	116	1.29630516597e-06
 "carpets" 	116	1.29630516597e-06
 "rounds"	116	1.29630516597e-06
 "108" 	116	1.29630516597e-06
"lanier" 	116	1.29630516597e-06
"1.5" 	116	1.29630516597e-06
"welcme" 	116	1.29630516597e-06
 "210"	116	1.29630516597e-06
